"K","M","d","D","e","t","n50"
45,3,2,6,2,12,201
45,3,2,6,7,2,231
45,3,2,6,7,7,231
45,3,2,6,7,12,231
45,3,2,6,12,2,292
45,3,2,6,12,7,292
45,3,2,6,12,12,292
45,3,4,0,2,2,188
45,3,4,0,2,7,188
45,3,4,0,2,12,188
45,3,4,0,7,2,188
45,3,4,0,7,7,188
45,3,4,0,7,12,188
45,3,4,0,12,2,209
45,3,4,0,12,7,209
45,3,4,0,12,12,209
45,3,4,0,2,2,188
45,3,4,0,2,7,188
45,3,4,0,2,12,188
45,3,4,0,7,2,188
45,3,4,0,7,7,188
45,3,4,0,7,12,188
45,3,4,0,12,2,209
45,3,4,0,12,7,209
45,3,4,0,12,12,209
45,3,4,0,2,2,188
45,3,4,0,2,7,188
45,3,4,0,2,12,188
45,3,4,0,7,2,188
45,3,4,0,7,7,188
45,3,4,0,7,12,188
45,3,4,0,12,2,209
45,3,4,0,12,7,209
45,3,4,0,12,12,209
45,3,4,2,2,2,188
45,3,4,2,2,7,188
45,3,4,2,2,12,188
45,3,4,2,7,2,188
45,3,4,2,7,7,188
45,3,4,2,7,12,188
45,3,4,2,12,2,209
45,3,4,2,12,7,209
45,3,4,2,12,12,209
45,3,4,2,2,2,188
45,3,4,2,2,7,188
45,3,4,2,2,12,188
45,3,4,2,7,2,188
45,3,4,2,7,7,188
45,3,4,2,7,12,188
45,3,4,2,12,2,209
45,3,4,2,12,7,209
45,3,4,2,12,12,209
45,3,4,2,2,2,188
45,3,4,2,2,7,188
45,3,4,2,2,12,188
45,3,4,2,7,2,188
45,3,4,2,7,7,188
45,3,4,2,7,12,188
45,3,4,2,12,2,209
45,3,4,2,12,7,209
45,3,4,2,12,12,209
45,3,4,4,2,2,188
45,3,4,4,2,7,188
45,3,4,4,2,12,188
45,3,4,4,7,2,188
45,3,4,4,7,7,188
45,3,4,4,7,12,188
45,3,4,4,12,2,209
45,3,4,4,12,7,209
45,3,4,4,12,12,209
45,3,4,4,2,2,188
45,3,4,4,2,7,188
45,3,4,4,2,12,188
45,3,4,4,7,2,188
45,3,4,4,7,7,188
45,3,4,4,7,12,188
45,3,4,4,12,2,209
45,3,4,4,12,7,209
45,3,4,4,12,12,209
45,3,4,4,2,2,188
45,3,4,4,2,7,188
45,3,4,4,2,12,188
45,3,4,4,7,2,188
45,3,4,4,7,7,188
45,3,4,4,7,12,188
45,3,4,4,12,2,209
45,3,4,4,12,7,209
45,3,4,4,12,12,209
45,3,4,6,2,2,188
45,3,4,6,2,7,188
45,3,4,6,2,12,188
45,3,4,6,7,2,188
45,3,4,6,7,7,188
45,3,4,6,7,12,188
45,3,4,6,12,2,209
45,3,4,6,12,7,209
45,3,4,6,12,12,209
45,3,4,6,2,2,188
45,3,4,6,2,7,188
45,3,4,6,2,12,188
45,3,4,6,7,2,188
45,3,4,6,7,7,188
45,3,4,6,7,12,188
45,3,4,6,12,2,209
45,3,4,6,12,7,209
45,3,4,6,12,12,209
45,3,4,6,2,2,188
45,3,4,6,2,7,188
45,3,4,6,2,12,188
45,3,4,6,7,2,188
45,3,4,6,7,7,188
45,3,4,6,7,12,188
45,3,4,6,12,2,209
45,3,4,6,12,7,209
45,3,4,6,12,12,209
45,3,6,0,2,2,181
45,3,6,0,2,7,181
45,3,6,0,2,12,181
45,3,6,0,7,2,181
45,3,6,0,7,7,181
45,3,6,0,7,12,181
45,3,6,0,12,2,192
45,3,6,0,12,7,192
45,3,6,0,12,12,192
45,3,6,0,2,2,181
45,3,6,0,2,7,181
45,3,6,0,2,12,181
45,3,6,0,7,2,181
45,3,6,0,7,7,181
45,3,6,0,7,12,181
45,3,6,0,12,2,192
45,3,6,0,12,7,192
45,3,6,0,12,12,192
45,3,6,0,2,2,181
45,3,6,0,2,7,181
45,3,6,0,2,12,181
45,3,6,0,7,2,181
45,3,6,0,7,7,181
45,3,6,0,7,12,181
45,3,6,0,12,2,192
45,3,6,0,12,7,192
45,3,6,0,12,12,192
45,3,6,2,2,2,181
45,3,6,2,2,7,181
45,3,6,2,2,12,181
45,3,6,2,7,2,181
45,3,6,2,7,7,181
45,3,6,2,7,12,181
45,3,6,2,12,2,192
45,3,6,2,12,7,192
45,3,6,2,12,12,192
45,3,6,2,2,2,181
45,3,6,2,2,7,181
45,3,6,2,2,12,181
45,3,6,2,7,2,181
45,3,6,2,7,7,181
45,3,6,2,7,12,181
45,3,6,2,12,2,192
45,3,6,2,12,7,192
45,3,6,2,12,12,192
45,3,6,2,2,2,181
45,3,6,2,2,7,181
45,3,6,2,2,12,181
45,3,6,2,7,2,181
45,3,6,2,7,7,181
45,3,6,2,7,12,181
45,3,6,2,12,2,192
45,3,6,2,12,7,192
45,3,6,2,12,12,192
45,3,6,4,2,2,181
45,3,6,4,2,7,181
45,3,6,4,2,12,181
45,3,6,4,7,2,181
45,3,6,4,7,7,181
45,3,6,4,7,12,181
45,3,6,4,12,2,192
45,3,6,4,12,7,192
45,3,6,4,12,12,192
45,3,6,4,2,2,181
45,3,6,4,2,7,181
45,3,6,4,2,12,181
45,3,6,4,7,2,181
45,3,6,4,7,7,181
45,3,6,4,7,12,181
45,3,6,4,12,2,192
45,3,6,4,12,7,192
45,3,6,4,12,12,192
45,3,6,4,2,2,181
45,3,6,4,2,7,181
45,3,6,4,2,12,181
45,3,6,4,7,2,181
45,3,6,4,7,7,181
45,3,6,4,7,12,181
45,3,6,4,12,2,192
45,3,6,4,12,7,192
45,3,6,4,12,12,192
45,3,6,6,2,2,181
45,3,6,6,2,7,181
45,3,6,6,2,12,181
45,3,6,6,7,2,181
45,3,6,6,7,7,181
45,3,6,6,7,12,181
45,3,6,6,12,2,192
45,3,6,6,12,7,192
45,3,6,6,12,12,192
45,3,6,6,2,2,181
45,3,6,6,2,7,181
45,3,6,6,2,12,181
45,3,6,6,7,2,181
45,3,6,6,7,7,181
45,3,6,6,7,12,181
45,3,6,6,12,2,192
45,3,6,6,12,7,192
45,3,6,6,12,12,192
45,3,6,6,2,2,181
45,3,6,6,2,7,181
45,3,6,6,2,12,181
45,3,6,6,7,2,181
45,3,6,6,7,7,181
45,3,6,6,7,12,181
45,3,6,6,12,2,192
45,3,6,6,12,7,192
45,3,6,6,12,12,192
53,0,0,0,2,2,232
53,0,0,0,2,7,232
53,0,0,0,2,12,232
53,0,0,0,7,2,345
53,0,0,0,7,7,345
53,0,0,0,7,12,345
53,0,0,0,12,2,284
53,0,0,0,12,7,284
53,0,0,0,12,12,284
53,0,0,0,2,2,232
53,0,0,0,2,7,232
53,0,0,0,2,12,232
53,0,0,0,7,2,345
53,0,0,0,7,7,345
53,0,0,0,7,12,345
53,0,0,0,12,2,284
53,0,0,0,12,7,284
53,0,0,0,12,12,284
53,0,0,0,2,2,232
53,0,0,0,2,7,232
53,0,0,0,2,12,232
53,0,0,0,7,2,345
53,0,0,0,7,7,345
53,0,0,0,7,12,345
53,0,0,0,12,2,284
53,0,0,0,12,7,284
53,0,0,0,12,12,284
53,0,0,2,2,2,232
53,0,0,2,2,7,232
53,0,0,2,2,12,232
53,0,0,2,7,2,345
53,0,0,2,7,7,345
53,0,0,2,7,12,345
53,0,0,2,12,2,284
53,0,0,2,12,7,284
53,0,0,2,12,12,284
53,0,0,2,2,2,232
53,0,0,2,2,7,232
53,0,0,2,2,12,232
53,0,0,2,7,2,345
53,0,0,2,7,7,345
53,0,0,2,7,12,345
53,0,0,2,12,2,284
53,0,0,2,12,7,284
53,0,0,2,12,12,284
53,0,0,2,2,2,232
53,0,0,2,2,7,232
53,0,0,2,2,12,232
53,0,0,2,7,2,345
53,0,0,2,7,7,345
53,0,0,2,7,12,345
53,0,0,2,12,2,284
53,0,0,2,12,7,284
53,0,0,2,12,12,284
53,0,0,4,2,2,232
53,0,0,4,2,7,232
53,0,0,4,2,12,232
53,0,0,4,7,2,345
53,0,0,4,7,7,345
53,0,0,4,7,12,345
53,0,0,4,12,2,284
53,0,0,4,12,7,284
53,0,0,4,12,12,284
53,0,0,4,2,2,232
53,0,0,4,2,7,232
53,0,0,4,2,12,232
53,0,0,4,7,2,345
53,0,0,4,7,7,345
53,0,0,4,7,12,345
53,0,0,4,12,2,284
53,0,0,4,12,7,284
53,0,0,4,12,12,284
53,0,0,4,2,2,232
53,0,0,4,2,7,232
53,0,0,4,2,12,232
53,0,0,4,7,2,345
53,0,0,4,7,7,345
53,0,0,4,7,12,345
53,0,0,4,12,2,284
53,0,0,4,12,7,284
53,0,0,4,12,12,284
53,0,0,6,2,2,232
53,0,0,6,2,7,232
53,0,0,6,2,12,232
53,0,0,6,7,2,345
53,0,0,6,7,7,345
53,0,0,6,7,12,345
53,0,0,6,12,2,284
53,0,0,6,12,7,284
53,0,0,6,12,12,284
53,0,0,6,2,2,232
53,0,0,6,2,7,232
53,0,0,6,2,12,232
53,0,0,6,7,2,345
53,0,0,6,7,7,345
53,0,0,6,7,12,345
53,0,0,6,12,2,284
53,0,0,6,12,7,284
53,0,0,6,12,12,284
53,0,0,6,2,2,232
53,0,0,6,2,7,232
53,0,0,6,2,12,232
53,0,0,6,7,2,345
53,0,0,6,7,7,345
53,0,0,6,7,12,345
53,0,0,6,12,2,284
53,0,0,6,12,7,284
53,0,0,6,12,12,284
53,0,2,0,2,2,224
53,0,2,0,2,7,224
53,0,2,0,2,12,224
53,0,2,0,7,2,238
53,0,2,0,7,7,238
53,0,2,0,7,12,238
53,0,2,0,12,2,264
53,0,2,0,12,7,264
53,0,2,0,12,12,264
53,0,2,0,2,2,224
53,0,2,0,2,7,224
53,0,2,0,2,12,224
53,0,2,0,7,2,238
53,0,2,0,7,7,238
53,0,2,0,7,12,238
53,0,2,0,12,2,264
53,0,2,0,12,7,264
53,0,2,0,12,12,264
53,0,2,0,2,2,224
53,0,2,0,2,7,224
53,0,2,0,2,12,224
53,0,2,0,7,2,238
53,0,2,0,7,7,238
53,0,2,0,7,12,238
53,0,2,0,12,2,264
53,0,2,0,12,7,264
53,0,2,0,12,12,264
53,0,2,2,2,2,224
53,0,2,2,2,7,224
53,0,2,2,2,12,224
53,0,2,2,7,2,238
53,0,2,2,7,7,238
53,0,2,2,7,12,238
53,0,2,2,12,2,264
53,0,2,2,12,7,264
53,0,2,2,12,12,264
53,0,2,2,2,2,224
53,0,2,2,2,7,224
53,0,2,2,2,12,224
53,0,2,2,7,2,238
53,0,2,2,7,7,238
53,0,2,2,7,12,238
53,0,2,2,12,2,264
53,0,2,2,12,7,264
53,0,2,2,12,12,264
53,0,2,2,2,2,224
53,0,2,2,2,7,224
53,0,2,2,2,12,224
53,0,2,2,7,2,238
53,0,2,2,7,7,238
53,0,2,2,7,12,238
53,0,2,2,12,2,264
53,0,2,2,12,7,264
53,0,2,2,12,12,264
53,0,2,4,2,2,224
53,0,2,4,2,7,224
53,0,2,4,2,12,224
53,0,2,4,7,2,238
53,0,2,4,7,7,238
53,0,2,4,7,12,238
53,0,2,4,12,2,264
53,0,2,4,12,7,264
53,0,2,4,12,12,264
53,0,2,4,2,2,224
53,0,2,4,2,7,224
53,0,2,4,2,12,224
53,0,2,4,7,2,238
53,0,2,4,7,7,238
53,0,2,4,7,12,238
53,0,2,4,12,2,264
53,0,2,4,12,7,264
53,0,2,4,12,12,264
53,0,2,4,2,2,224
53,0,2,4,2,7,224
53,0,2,4,2,12,224
53,0,2,4,7,2,238
53,0,2,4,7,7,238
53,0,2,4,7,12,238
53,0,2,4,12,2,264
53,0,2,4,12,7,264
53,0,2,4,12,12,264
53,0,2,6,2,2,224
53,0,2,6,2,7,224
53,0,2,6,2,12,224
53,0,2,6,7,2,238
53,0,2,6,7,7,238
53,0,2,6,7,12,238
53,0,2,6,12,2,264
53,0,2,6,12,7,264
53,0,2,6,12,12,264
53,0,2,6,2,2,224
53,0,2,6,2,7,224
53,0,2,6,2,12,224
53,0,2,6,7,2,238
53,0,2,6,7,7,238
53,0,2,6,7,12,238
53,0,2,6,12,2,264
53,0,2,6,12,7,264
53,0,2,6,12,12,264
53,0,2,6,2,2,224
53,0,2,6,2,7,224
53,0,2,6,2,12,224
53,0,2,6,7,2,238
53,0,2,6,7,7,238
53,0,2,6,7,12,238
53,0,2,6,12,2,264
53,0,2,6,12,7,264
53,0,2,6,12,12,264
53,0,4,0,2,2,206
53,0,4,0,2,7,206
53,0,4,0,2,12,206
53,0,4,0,7,2,207
53,0,4,0,7,7,207
53,0,4,0,7,12,207
53,0,4,0,12,2,210
53,0,4,0,12,7,210
53,0,4,0,12,12,210
53,0,4,0,2,2,206
53,0,4,0,2,7,206
53,0,4,0,2,12,206
53,0,4,0,7,2,207
53,0,4,0,7,7,207
53,0,4,0,7,12,207
53,0,4,0,12,2,210
53,0,4,0,12,7,210
53,0,4,0,12,12,210
53,0,4,0,2,2,206
53,0,4,0,2,7,206
53,0,4,0,2,12,206
53,0,4,0,7,2,207
53,0,4,0,7,7,207
53,0,4,0,7,12,207
53,0,4,0,12,2,210
53,0,4,0,12,7,210
53,0,4,0,12,12,210
53,0,4,2,2,2,206
53,0,4,2,2,7,206
53,0,4,2,2,12,206
53,0,4,2,7,2,207
53,0,4,2,7,7,207
53,0,4,2,7,12,207
53,0,4,2,12,2,210
53,0,4,2,12,7,210
53,0,4,2,12,12,210
53,0,4,2,2,2,206
53,0,4,2,2,7,206
53,0,4,2,2,12,206
53,0,4,2,7,2,207
53,0,4,2,7,7,207
53,0,4,2,7,12,207
53,0,4,2,12,2,210
53,0,4,2,12,7,210
53,0,4,2,12,12,210
53,0,4,2,2,2,206
53,0,4,2,2,7,206
53,0,4,2,2,12,206
53,0,4,2,7,2,207
53,0,4,2,7,7,207
53,0,4,2,7,12,207
53,0,4,2,12,2,210
53,0,4,2,12,7,210
53,0,4,2,12,12,210
53,0,4,4,2,2,206
53,0,4,4,2,7,206
53,0,4,4,2,12,206
53,0,4,4,7,2,207
53,0,4,4,7,7,207
53,0,4,4,7,12,207
53,0,4,4,12,2,210
53,0,4,4,12,7,210
53,0,4,4,12,12,210
53,0,4,4,2,2,206
53,0,4,4,2,7,206
53,0,4,4,2,12,206
53,0,4,4,7,2,207
53,0,4,4,7,7,207
53,0,4,4,7,12,207
53,0,4,4,12,2,210
53,0,4,4,12,7,210
53,0,4,4,12,12,210
53,0,4,4,2,2,206
53,0,4,4,2,7,206
53,0,4,4,2,12,206
53,0,4,4,7,2,207
53,0,4,4,7,7,207
53,0,4,4,7,12,207
53,0,4,4,12,2,210
53,0,4,4,12,7,210
53,0,4,4,12,12,210
53,0,4,6,2,2,206
53,0,4,6,2,7,206
53,0,4,6,2,12,206
53,0,4,6,7,2,207
53,0,4,6,7,7,207
53,0,4,6,7,12,207
53,0,4,6,12,2,210
53,0,4,6,12,7,210
53,0,4,6,12,12,210
53,0,4,6,2,2,206
53,0,4,6,2,7,206
53,0,4,6,2,12,206
53,0,4,6,7,2,207
53,0,4,6,7,7,207
53,0,4,6,7,12,207
53,0,4,6,12,2,210
53,0,4,6,12,7,210
53,0,4,6,12,12,210
53,0,4,6,2,2,206
53,0,4,6,2,7,206
53,0,4,6,2,12,206
53,0,4,6,7,2,207
53,0,4,6,7,7,207
53,0,4,6,7,12,207
53,0,4,6,12,2,210
53,0,4,6,12,7,210
53,0,4,6,12,12,210
53,0,6,0,2,2,221
53,0,6,0,2,7,221
53,0,6,0,2,12,221
53,0,6,0,7,2,221
53,0,6,0,7,7,221
53,0,6,0,7,12,221
53,0,6,0,12,2,221
53,0,6,0,12,7,221
53,0,6,0,12,12,221
53,0,6,0,2,2,221
53,0,6,0,2,7,221
53,0,6,0,2,12,221
53,0,6,0,7,2,221
53,0,6,0,7,7,221
53,0,6,0,7,12,221
53,0,6,0,12,2,221
53,0,6,0,12,7,221
53,0,6,0,12,12,221
53,0,6,0,2,2,221
53,0,6,0,2,7,221
53,0,6,0,2,12,221
53,0,6,0,7,2,221
53,0,6,0,7,7,221
53,0,6,0,7,12,221
53,0,6,0,12,2,221
53,0,6,0,12,7,221
53,0,6,0,12,12,221
53,0,6,2,2,2,221
53,0,6,2,2,7,221
53,0,6,2,2,12,221
53,0,6,2,7,2,221
53,0,6,2,7,7,221
53,0,6,2,7,12,221
53,0,6,2,12,2,221
53,0,6,2,12,7,221
53,0,6,2,12,12,221
53,0,6,2,2,2,221
53,0,6,2,2,7,221
53,0,6,2,2,12,221
53,0,6,2,7,2,221
53,0,6,2,7,7,221
53,0,6,2,7,12,221
53,0,6,2,12,2,221
53,0,6,2,12,7,221
53,0,6,2,12,12,221
53,0,6,2,2,2,221
53,0,6,2,2,7,221
53,0,6,2,2,12,221
53,0,6,2,7,2,221
53,0,6,2,7,7,221
53,0,6,2,7,12,221
53,0,6,2,12,2,221
53,0,6,2,12,7,221
53,0,6,2,12,12,221
53,0,6,4,2,2,221
53,0,6,4,2,7,221
53,0,6,4,2,12,221
53,0,6,4,7,2,221
53,0,6,4,7,7,221
53,0,6,4,7,12,221
53,0,6,4,12,2,221
53,0,6,4,12,7,221
53,0,6,4,12,12,221
53,0,6,4,2,2,221
53,0,6,4,2,7,221
53,0,6,4,2,12,221
53,0,6,4,7,2,221
53,0,6,4,7,7,221
53,0,6,4,7,12,221
53,0,6,4,12,2,221
53,0,6,4,12,7,221
53,0,6,4,12,12,221
53,0,6,4,2,2,221
53,0,6,4,2,7,221
53,0,6,4,2,12,221
53,0,6,4,7,2,221
53,0,6,4,7,7,221
53,0,6,4,7,12,221
53,0,6,4,12,2,221
53,0,6,4,12,7,221
53,0,6,4,12,12,221
53,0,6,6,2,2,221
53,0,6,6,2,7,221
53,0,6,6,2,12,221
53,0,6,6,7,2,221
53,0,6,6,7,7,221
53,0,6,6,7,12,221
53,0,6,6,12,2,221
53,0,6,6,12,7,221
53,0,6,6,12,12,221
53,0,6,6,2,2,221
53,0,6,6,2,7,221
53,0,6,6,2,12,221
53,0,6,6,7,2,221
53,0,6,6,7,7,221
53,0,6,6,7,12,221
53,0,6,6,12,2,221
53,0,6,6,12,7,221
53,0,6,6,12,12,221
53,0,6,6,2,2,221
53,0,6,6,2,7,221
53,0,6,6,2,12,221
53,0,6,6,7,2,221
53,0,6,6,7,7,221
53,0,6,6,7,12,221
53,0,6,6,12,2,221
53,0,6,6,12,7,221
53,0,6,6,12,12,221
53,1,0,0,2,2,239
53,1,0,0,2,7,239
53,1,0,0,2,12,239
53,1,0,0,7,2,345
53,1,0,0,7,7,345
53,1,0,0,7,12,345
53,1,0,0,12,2,288
53,1,0,0,12,7,288
53,1,0,0,12,12,288
53,1,0,0,2,2,239
53,1,0,0,2,7,239
53,1,0,0,2,12,239
53,1,0,0,7,2,345
53,1,0,0,7,7,345
53,1,0,0,7,12,345
53,1,0,0,12,2,288
53,1,0,0,12,7,288
53,1,0,0,12,12,288
53,1,0,0,2,2,239
53,1,0,0,2,7,239
53,1,0,0,2,12,239
53,1,0,0,7,2,345
53,1,0,0,7,7,345
53,1,0,0,7,12,345
53,1,0,0,12,2,288
53,1,0,0,12,7,288
53,1,0,0,12,12,288
53,1,0,2,2,2,239
53,1,0,2,2,7,239
53,1,0,2,2,12,239
53,1,0,2,7,2,345
53,1,0,2,7,7,345
53,1,0,2,7,12,345
53,1,0,2,12,2,288
53,1,0,2,12,7,288
53,1,0,2,12,12,288
53,1,0,2,2,2,239
53,1,0,2,2,7,239
53,1,0,2,2,12,239
53,1,0,2,7,2,345
53,1,0,2,7,7,345
53,1,0,2,7,12,345
53,1,0,2,12,2,288
53,1,0,2,12,7,288
53,1,0,2,12,12,288
53,1,0,2,2,2,239
53,1,0,2,2,7,239
53,1,0,2,2,12,239
53,1,0,2,7,2,345
53,1,0,2,7,7,345
53,1,0,2,7,12,345
53,1,0,2,12,2,288
53,1,0,2,12,7,288
53,1,0,2,12,12,288
53,1,0,4,2,2,239
53,1,0,4,2,7,239
53,1,0,4,2,12,239
53,1,0,4,7,2,345
53,1,0,4,7,7,345
53,1,0,4,7,12,345
53,1,0,4,12,2,288
53,1,0,4,12,7,288
53,1,0,4,12,12,288
53,1,0,4,2,2,239
53,1,0,4,2,7,239
53,1,0,4,2,12,239
53,1,0,4,7,2,345
53,1,0,4,7,7,345
53,1,0,4,7,12,345
53,1,0,4,12,2,288
53,1,0,4,12,7,288
53,1,0,4,12,12,288
53,1,0,4,2,2,239
53,1,0,4,2,7,239
53,1,0,4,2,12,239
53,1,0,4,7,2,345
53,1,0,4,7,7,345
53,1,0,4,7,12,345
53,1,0,4,12,2,288
53,1,0,4,12,7,288
53,1,0,4,12,12,288
53,1,0,6,2,2,239
53,1,0,6,2,7,239
53,1,0,6,2,12,239
53,1,0,6,7,2,345
53,1,0,6,7,7,345
53,1,0,6,7,12,345
53,1,0,6,12,2,288
53,1,0,6,12,7,288
53,1,0,6,12,12,288
53,1,0,6,2,2,239
53,1,0,6,2,7,239
53,1,0,6,2,12,239
53,1,0,6,7,2,345
53,1,0,6,7,7,345
53,1,0,6,7,12,345
53,1,0,6,12,2,288
53,1,0,6,12,7,288
53,1,0,6,12,12,288
53,1,0,6,2,2,239
53,1,0,6,2,7,239
53,1,0,6,2,12,239
53,1,0,6,7,2,345
53,1,0,6,7,7,345
53,1,0,6,7,12,345
53,1,0,6,12,2,288
53,1,0,6,12,7,288
53,1,0,6,12,12,288
53,1,2,0,2,2,224
53,1,2,0,2,7,224
53,1,2,0,2,12,224
53,1,2,0,7,2,238
53,1,2,0,7,7,238
53,1,2,0,7,12,238
53,1,2,0,12,2,264
53,1,2,0,12,7,264
53,1,2,0,12,12,264
53,1,2,0,2,2,224
53,1,2,0,2,7,224
53,1,2,0,2,12,224
53,1,2,0,7,2,238
53,1,2,0,7,7,238
53,1,2,0,7,12,238
53,1,2,0,12,2,264
53,1,2,0,12,7,264
53,1,2,0,12,12,264
53,1,2,0,2,2,224
53,1,2,0,2,7,224
53,1,2,0,2,12,224
53,1,2,0,7,2,238
53,1,2,0,7,7,238
53,1,2,0,7,12,238
53,1,2,0,12,2,264
53,1,2,0,12,7,264
53,1,2,0,12,12,264
53,1,2,2,2,2,224
53,1,2,2,2,7,224
53,1,2,2,2,12,224
53,1,2,2,7,2,238
53,1,2,2,7,7,238
53,1,2,2,7,12,238
53,1,2,2,12,2,264
53,1,2,2,12,7,264
53,1,2,2,12,12,264
53,1,2,2,2,2,224
53,1,2,2,2,7,224
53,1,2,2,2,12,224
53,1,2,2,7,2,238
53,1,2,2,7,7,238
53,1,2,2,7,12,238
53,1,2,2,12,2,264
53,1,2,2,12,7,264
53,1,2,2,12,12,264
53,1,2,2,2,2,224
53,1,2,2,2,7,224
53,1,2,2,2,12,224
53,1,2,2,7,2,238
53,1,2,2,7,7,238
53,1,2,2,7,12,238
53,1,2,2,12,2,264
53,1,2,2,12,7,264
53,1,2,2,12,12,264
53,1,2,4,2,2,224
53,1,2,4,2,7,224
53,1,2,4,2,12,224
53,1,2,4,7,2,238
53,1,2,4,7,7,238
53,1,2,4,7,12,238
53,1,2,4,12,2,264
53,1,2,4,12,7,264
53,1,2,4,12,12,264
53,1,2,4,2,2,224
53,1,2,4,2,7,224
53,1,2,4,2,12,224
53,1,2,4,7,2,238
53,1,2,4,7,7,238
53,1,2,4,7,12,238
53,1,2,4,12,2,264
53,1,2,4,12,7,264
53,1,2,4,12,12,264
53,1,2,4,2,2,224
53,1,2,4,2,7,224
53,1,2,4,2,12,224
53,1,2,4,7,2,238
53,1,2,4,7,7,238
53,1,2,4,7,12,238
53,1,2,4,12,2,264
53,1,2,4,12,7,264
53,1,2,4,12,12,264
53,1,2,6,2,2,224
53,1,2,6,2,7,224
53,1,2,6,2,12,224
53,1,2,6,7,2,238
53,1,2,6,7,7,238
53,1,2,6,7,12,238
53,1,2,6,12,2,264
53,1,2,6,12,7,264
53,1,2,6,12,12,264
53,1,2,6,2,2,224
53,1,2,6,2,7,224
53,1,2,6,2,12,224
53,1,2,6,7,2,238
53,1,2,6,7,7,238
53,1,2,6,7,12,238
53,1,2,6,12,2,264
53,1,2,6,12,7,264
53,1,2,6,12,12,264
53,1,2,6,2,2,224
53,1,2,6,2,7,224
53,1,2,6,2,12,224
53,1,2,6,7,2,238
53,1,2,6,7,7,238
53,1,2,6,7,12,238
53,1,2,6,12,2,264
53,1,2,6,12,7,264
53,1,2,6,12,12,264
53,1,4,0,2,2,206
53,1,4,0,2,7,206
53,1,4,0,2,12,206
53,1,4,0,7,2,207
53,1,4,0,7,7,207
53,1,4,0,7,12,207
53,1,4,0,12,2,210
53,1,4,0,12,7,210
53,1,4,0,12,12,210
53,1,4,0,2,2,206
53,1,4,0,2,7,206
53,1,4,0,2,12,206
53,1,4,0,7,2,207
53,1,4,0,7,7,207
53,1,4,0,7,12,207
53,1,4,0,12,2,210
53,1,4,0,12,7,210
53,1,4,0,12,12,210
53,1,4,0,2,2,206
53,1,4,0,2,7,206
53,1,4,0,2,12,206
53,1,4,0,7,2,207
53,1,4,0,7,7,207
53,1,4,0,7,12,207
53,1,4,0,12,2,210
53,1,4,0,12,7,210
53,1,4,0,12,12,210
53,1,4,2,2,2,206
53,1,4,2,2,7,206
53,1,4,2,2,12,206
53,1,4,2,7,2,207
53,1,4,2,7,7,207
53,1,4,2,7,12,207
53,1,4,2,12,2,210
53,1,4,2,12,7,210
53,1,4,2,12,12,210
53,1,4,2,2,2,206
53,1,4,2,2,7,206
53,1,4,2,2,12,206
53,1,4,2,7,2,207
53,1,4,2,7,7,207
53,1,4,2,7,12,207
53,1,4,2,12,2,210
53,1,4,2,12,7,210
53,1,4,2,12,12,210
53,1,4,2,2,2,206
53,1,4,2,2,7,206
53,1,4,2,2,12,206
53,1,4,2,7,2,207
53,1,4,2,7,7,207
53,1,4,2,7,12,207
53,1,4,2,12,2,210
53,1,4,2,12,7,210
53,1,4,2,12,12,210
53,1,4,4,2,2,206
53,1,4,4,2,7,206
53,1,4,4,2,12,206
53,1,4,4,7,2,207
53,1,4,4,7,7,207
53,1,4,4,7,12,207
53,1,4,4,12,2,210
53,1,4,4,12,7,210
53,1,4,4,12,12,210
53,1,4,4,2,2,206
53,1,4,4,2,7,206
53,1,4,4,2,12,206
53,1,4,4,7,2,207
53,1,4,4,7,7,207
53,1,4,4,7,12,207
53,1,4,4,12,2,210
53,1,4,4,12,7,210
53,1,4,4,12,12,210
53,1,4,4,2,2,206
53,1,4,4,2,7,206
53,1,4,4,2,12,206
53,1,4,4,7,2,207
53,1,4,4,7,7,207
53,1,4,4,7,12,207
53,1,4,4,12,2,210
53,1,4,4,12,7,210
53,1,4,4,12,12,210
53,1,4,6,2,2,206
53,1,4,6,2,7,206
53,1,4,6,2,12,206
53,1,4,6,7,2,207
53,1,4,6,7,7,207
53,1,4,6,7,12,207
53,1,4,6,12,2,210
53,1,4,6,12,7,210
53,1,4,6,12,12,210
53,1,4,6,2,2,206
53,1,4,6,2,7,206
53,1,4,6,2,12,206
53,1,4,6,7,2,207
53,1,4,6,7,7,207
53,1,4,6,7,12,207
53,1,4,6,12,2,210
53,1,4,6,12,7,210
53,1,4,6,12,12,210
53,1,4,6,2,2,206
53,1,4,6,2,7,206
53,1,4,6,2,12,206
53,1,4,6,7,2,207
53,1,4,6,7,7,207
53,1,4,6,7,12,207
53,1,4,6,12,2,210
53,1,4,6,12,7,210
53,1,4,6,12,12,210
53,1,6,0,2,2,221
53,1,6,0,2,7,221
53,1,6,0,2,12,221
53,1,6,0,7,2,221
53,1,6,0,7,7,221
53,1,6,0,7,12,221
53,1,6,0,12,2,221
53,1,6,0,12,7,221
53,1,6,0,12,12,221
53,1,6,0,2,2,221
53,1,6,0,2,7,221
53,1,6,0,2,12,221
53,1,6,0,7,2,221
53,1,6,0,7,7,221
53,1,6,0,7,12,221
53,1,6,0,12,2,221
53,1,6,0,12,7,221
53,1,6,0,12,12,221
53,1,6,0,2,2,221
